Product ID,Variant ID,Handle,Title,Body (HTML),Vendor,Type,Tags,Status,Product Category ID,Product Category Name,Product Category Full Path,Created At,Updated At,SEO Title,SEO Description,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Barcode,Variant Tax Code,Variant Inventory Policy,Inventory Item ID,Cost per item,Variant Grams,Variant Weight Unit,Image URLs,Image Alt Text,Last Synced,Delete,Sync Status,custom.dsxdcfvgbhn,custom.test,custom.test3,custom.test_2,test_data.binding_mount,test_data.snowboard_length,Inventory Qty - My Custom Location,Inventory Qty - Shop location,Collection Names,Collection Handles,global.title_tag,global.description_tag,test_data.snowboard_weight
gid://shopify/Product/14907387347311,gid://shopify/ProductVariant/52737001226607,partition-framing-accessory,Partition Framing Accessory,,SpaceBanao,,,DRAFT,,,,2026-03-09T06:20:17Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,0.00,,,,DENY,gid://shopify/InventoryItem/53939454935407,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,0,spaceBanao,spacebanao,,,
gid://shopify/Product/14907387380079,gid://shopify/ProductVariant/52737001292143,knauf-products-gypsum-boards-ceiling-drywall-systems,"Knauf Products – Gypsum Boards, Ceiling & Drywall Systems",,SpaceBanao,,,DRAFT,,,,2026-03-09T06:20:19Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,0.00,,,,DENY,gid://shopify/InventoryItem/53939455000943,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,0,spaceBanao,spacebanao,,,
gid://shopify/Product/14907387412847,gid://shopify/ProductVariant/52737001324911,knauf-jointing-finishing-products-copy,Knauf - Jointing & Finishing products (Copy),,SpaceBanao,,,DRAFT,,,,2026-03-09T06:20:20Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,0.00,,,,DENY,gid://shopify/InventoryItem/53939455033711,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,0,spaceBanao,spacebanao,,,
gid://shopify/Product/14907387478383,gid://shopify/ProductVariant/52737001619823,fasteners-fixings-for-ceiling-drywall-construction-projects,"Fasteners & Fixings for Ceiling, Drywall & Construction Projects",,SpaceBanao,,,DRAFT,,,,2026-03-09T06:20:22Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,0.00,,,,DENY,gid://shopify/InventoryItem/53939455328623,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,0,spaceBanao,spacebanao,,,
gid://shopify/Product/14907387511151,gid://shopify/ProductVariant/52737001685359,drywall-jointing-finishing-products-for-gypsum-boards-false-ceilings,Drywall Jointing & Finishing Products for Gypsum Boards & False Ceilings,,SpaceBanao,,,DRAFT,,,,2026-03-09T06:20:23Z,2026-03-27T09:33:42Z,,,Title,Default Title,,,,,,0.00,,,,DENY,gid://shopify/InventoryItem/53939455394159,,0.0,POUNDS,,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,0,spaceBanao,spacebanao,,,
gid://shopify/Product/14907387576687,gid://shopify/ProductVariant/52737002013039,steelcase-think-ergonomic-office-chair-otto-ash-adjustable-lumbar-support-4d-arms-liveback-system-weight-activated-recline-12-year-warranty,"Steelcase Think Ergonomic Office Chair – Otto Ash | Adjustable Lumbar Support, 4D Arms, LiveBack System | Weight-Activated Recline | 12-Year Warranty",,HOMAZE,Chair,"4D Arms, Adjustable Lumbar, Bathroom, custom-brand-steelcase, custom-product_style-office-chair, Ergonomic Chair, LiveBack, Office Chair, Premium Seating, Steelcase, Think Chair, Weight Activated Recline, Workspace Furniture",DRAFT,,,,2026-03-09T06:20:30Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,53400.00,,,,DENY,gid://shopify/InventoryItem/53939455754607,,0.0,POUNDS,"https://cdn.shopify.com/s/files/1/0961/2682/8911/files/6150UuEiQML.jpg?v=1773037231, https://cdn.shopify.com/s/files/1/0961/2682/8911/files/71QoO2SIM0L.jpg?v=1773037231, https://cdn.shopify.com/s/files/1/0961/2682/8911/files/71jC8PePrYL.jpg?v=1773037231, https://cdn.shopify.com/s/files/1/0961/2682/8911/files/71hMJZGc0aL.jpg?v=1773037231, https://cdn.shopify.com/s/files/1/0961/2682/8911/files/71WWfPzntbL.jpg?v=1773037231",", , , , ",2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,5,,,,,
gid://shopify/Product/14907387740527,gid://shopify/ProductVariant/52737002799471,gyproc-fireline-fire-resistant-gypsum-board-12-5mm-1220-1830-mm-te,Gyproc Fireline Fire Resistant Gypsum Board 12.5mm | 1220×1830 mm | TE,,SpaceBanao,Gypsum Boards,"12.5mm Board, 12.5mm Gypsum Board, Ceiling Solution, Drywall Board, Drywall Fire Board, False Ceiling Board, Fire Rated Board, Fire Resistant Gypsum Board, Fireline Board, FR Gypsum Board, Gyproc, Gyproc Fireline, Gypsum Board, Interior Fire Protection, Metal Framing, Saint Gobain Gyproc, Suspended Ceiling, Type F Board",DRAFT,,,,2026-03-09T06:20:47Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,337.30,337.30,,,DENY,gid://shopify/InventoryItem/53939456508271,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-fireline-fire-resistant-gypsum-board-12-5mm-1220x1830-te.png?v=1773037248,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907387773295,gid://shopify/ProductVariant/52737002865007,gi-ceiling-section-mf5-3660-mm-gypserra-ceiling-framing-system,GI Ceiling Section MF5 3660 mm – GypSerra Ceiling Framing System,,SpaceBanao,Ceiling Framing Systems,"Ceiling Framing System, Ceiling Section, Ceiling Solution, False Ceiling, False Ceiling Accessories, GI Ceiling Section, GI Section, Gyproc Framing, Gyproc Metal Framing, GypSerra, MF5, MF5 Section, Suspended Ceiling",DRAFT,,,,2026-03-09T06:20:50Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,280.50,280.50,,,DENY,gid://shopify/InventoryItem/53939456573807,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-ceiling-section.jpg?v=1773037250,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,96,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907387806063,gid://shopify/ProductVariant/52737002930543,gi-perimeter-channel-mf6-3660-mm-gypserra-ceiling-system,GI Perimeter Channel MF6 3660 mm – GypSerra Ceiling System,,SpaceBanao,Ceiling Framing Systems,"Ceiling Channel, Ceiling Perimeter, Ceiling Solution, False Ceiling Framing, GI Channel, GI Perimeter Channel, Gyproc Ceiling System, GypSerra, Metal Framing Accessories, MF6, MF6 Channel, Perimeter Channel",DRAFT,,,,2026-03-09T06:20:53Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,175.20,175.20,,,DENY,gid://shopify/InventoryItem/53939456639343,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-perimeter-channel.jpg?v=1773037253,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907387871599,gid://shopify/ProductVariant/52737003225455,gi-intermediate-channel-mf7-3660-mm-gypserra-ceiling-system,GI Intermediate Channel MF7 3660 mm – GypSerra Ceiling System,,SpaceBanao,Ceiling Framing Systems,"Ceiling Solution, Ceiling Support, Ceiling Support Channel, False Ceiling System, GI Channel, GI Intermediate Channel, Gyproc Framing, GypSerra, Intermediate Channel, MF7, MF7 Channel, Suspended Ceiling",DRAFT,,,,2026-03-09T06:20:56Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,269.00,269.00,,,DENY,gid://shopify/InventoryItem/53939456934255,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-intermediate-channel.jpg?v=1773037256,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907387904367,gid://shopify/ProductVariant/52737003290991,gi-ceiling-angle-10-25-3660-mm-gypserra-framing-accessory,GI Ceiling Angle 10×25×3660 mm – GypSerra Framing Accessory,,SpaceBanao,Ceiling Framing Systems,"Ceiling Angle, Ceiling Solution, False Ceiling Hardware, False Ceiling Support, GI Angle, GI Ceiling Angle, Gyproc Ceiling System, GypSerra, Gypsum Ceiling, Metal Framing Accessory",DRAFT,,,,2026-03-09T06:20:58Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,148.00,148.00,,,DENY,gid://shopify/InventoryItem/53939456999791,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-ceiling-angle.jpg?v=1773037258,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907387937135,gid://shopify/ProductVariant/52737003356527,gi-channel-f-c-0-50-50-3660-mm-gypserra-partition-framing-system,GI Channel F&C 0.50 × 50 × 3660 mm – GypSerra Partition Framing System,,SpaceBanao,Partition Framing Systems,"Ceiling Solution, Drywall Channel, Drywall Framing, F&C Channel, False Wall System, GI Channe, GI Channel F&C, GI Framing Channel, Gyproc Metal Framing, GypSerra, Partition Channel, Partition Framing",DRAFT,,,,2026-03-09T06:21:01Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,464.50,464.50,,,DENY,gid://shopify/InventoryItem/53939457065327,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-floor-and-ceiling-channel.jpg?v=1773037261,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388002671,gid://shopify/ProductVariant/52737003651439,gi-rib-h-cut-stud-0-50-48-3660-mm-gypserra-partition-system,GI Rib H‑Cut Stud 0.50 × 48 × 3660 mm – GypSerra Partition System,,SpaceBanao,Partition Framing Systems,"Ceiling Solution, Drywall Stud, GI Stud, Gyproc Partition System, GypSerra, H Cut Stud, Metal Stud, Partition Stud, Stud Section",DRAFT,,,,2026-03-09T06:21:04Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,548.80,548.80,,,DENY,gid://shopify/InventoryItem/53939457360239,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-partition-c-stud.jpg?v=1773037264,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,95,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388035439,gid://shopify/ProductVariant/52737003749743,noggin-channel-48-40-mm-gypserra-partition-framing-accessory,Noggin Channel 48 × 40 mm – GypSerra Partition Framing Accessory,,SpaceBanao,Partition Framing Accessory,"Ceiling Solution, Drywall Accessories, Drywall Bracing, Gyproc Framing, GypSerra, Metal Framing Support, Noggin Channel, Partition Bracing, Partition Support",DRAFT,,,,2026-03-09T06:21:09Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,777.00,,,,DENY,gid://shopify/InventoryItem/53939457458543,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-noggin.jpg?v=1773037269,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,95,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388068207,gid://shopify/ProductVariant/52737003782511,gi-gypframe-xpert-perimeter-section-3660-mm-gyproc-metal-framing,GI Gypframe Xpert Perimeter Section 3660 mm – Gyproc Metal Framing,,SpaceBanao,Metal Framing,"Ceiling Solution, Drywall Framing, False Ceiling System, GI Perimeter Section, Gypframe Xpert, Gyproc Metal Framing, Partition Accessories",DRAFT,,,,2026-03-09T06:21:11Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,129.30,129.30,,,DENY,gid://shopify/InventoryItem/53939457491311,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/GIGypframeXpertPerimeterSection3660mm.jpg?v=1773037271,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388133743,gid://shopify/ProductVariant/52737004110191,gi-gypframe-xpert-intermediate-channel-0-6-mm-3660-mm,GI Gypframe Xpert Intermediate Channel 0.6 mm – 3660 mm,,SpaceBanao,Metal Framing,"Ceiling Solution, Drywall Support, GI Intermediate Channel, Gypframe Xpert, Gyproc Framing System, Metal Framing",DRAFT,,,,2026-03-09T06:21:14Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,192.00,192.00,,,DENY,gid://shopify/InventoryItem/53939457818991,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/GI_Gypframe_Xpert_F_C_Channel_0.45x50x3660_mm.jpg?v=1773037274,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388166511,gid://shopify/ProductVariant/52737004175727,gi-gypframe-xpert-ceiling-section-3660-mm-gyproc-ceiling-system,GI Gypframe Xpert Ceiling Section 3660 mm – Gyproc Ceiling System,,SpaceBanao,Metal Framing,"Ceiling Solution, GI Ceiling Section, Gypframe Xpert, Gyproc Ceiling Frame, Metal Framing, Suspended Ceiling",DRAFT,,,,2026-03-09T06:21:17Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,192.00,192.00,,,DENY,gid://shopify/InventoryItem/53939457884527,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/GIGypframeXpertCeilingSection3660mm.jpg?v=1773037277,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,96,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388199279,gid://shopify/ProductVariant/52737004241263,gi-gypframe-xpert-ceiling-angle-10-25-3660-mm,GI Gypframe Xpert Ceiling Angle 10×25×3660 mm,,SpaceBanao,Metal Framing,"Ceiling Angle, Ceiling Solution, Gypframe Xpert, Gyproc Framing, Metal Framing Accessory",DRAFT,,,,2026-03-09T06:21:20Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,64.80,64.80,,,DENY,gid://shopify/InventoryItem/53939457950063,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/GI_Gypframe_Xpert_Ceiling_Angle_10x25x3660_mm.jpg?v=1773037280,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388297583,gid://shopify/ProductVariant/52737004601711,gi-gypframe-xpert-f-c-channel-0-45-50-3660-mm,GI Gypframe Xpert F&C Channel 0.45×50×3660 mm,,SpaceBanao,Metal Framing,"Ceiling Solution, Drywall Framing, F&C Channel, Gypframe Xpert, Gyproc Partition System",DRAFT,,,,2026-03-09T06:21:25Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,254.60,254.60,,,DENY,gid://shopify/InventoryItem/53939458310511,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/Gemini_Generated_Image_46jqz346jqz346jq_1.png?v=1773037285,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388330351,gid://shopify/ProductVariant/52737004667247,gi-gypframe-xpert-stud-0-45-48-3660-mm,GI Gypframe Xpert Stud 0.45×48×3660 mm,,SpaceBanao,Metal Framing,"Ceiling Solution, Drywall Stud, GI Stud, Gypframe Xpert, Gyproc Partition Framing",DRAFT,,,,2026-03-09T06:21:28Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,267.00,267.00,,,DENY,gid://shopify/InventoryItem/53939458376047,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/dlksjol1.jpg?v=1773037288,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388363119,gid://shopify/ProductVariant/52737004732783,rawl-plug-8-45-mm-100-nos-box-gyproc-metal-accessories,Rawl Plug 8×45 mm – 100 Nos / Box | Gyproc Metal Accessories,,SpaceBanao,Fasteners & Fixings,"Ceiling Fixings, Ceiling Solution, drywall fixing accessory, Drywall Hardware, Gyproc Accessories, masonry fixing, Metal Accessories, nylon anchor, Rawl Plug, Wall Fixing, wall plug",DRAFT,,,,2026-03-09T06:21:31Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,1150.00,1150.00,,,DENY,gid://shopify/InventoryItem/53939458441583,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/rawl-plug.jpg?v=1773037291,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388428655,gid://shopify/ProductVariant/52737005027695,connecting-clip-100-nos-box-gyproc-ceiling-accessories,Connecting Clip – 100 Nos / Box | Gyproc Ceiling Accessories,,SpaceBanao,Ceiling Suspension & Accessories,"Ceiling Accessories, Ceiling Solution, Connecting Clip, Gyproc Ceiling System, Metal Framing, Suspension Hardware",DRAFT,,,,2026-03-09T06:21:33Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,670.00,670.00,,,DENY,gid://shopify/InventoryItem/53939458736495,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/connecting-clip.jpg?v=1773037293,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388461423,gid://shopify/ProductVariant/52737005093231,soffit-cleat-50-nos-box-gyproc-ceiling-fixing,Soffit Cleat – 50 Nos / Box | Gyproc Ceiling Fixing,,SpaceBanao,Ceiling Suspension & Accessories,"Ceiling Fixing, Ceiling Solution, Gyproc Accessories, Metal Hardware, Soffit Cleat, Suspended Ceiling",DRAFT,,,,2026-03-09T06:21:36Z,2026-03-27T09:33:41Z,,,Title,Default Title,,,,,,270.00,270.00,,,DENY,gid://shopify/InventoryItem/53939458802031,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/soffit-cleat.jpg?v=1773037296,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388494191,gid://shopify/ProductVariant/52737005158767,gyproc-screw-25-mm-1000-nos-box,Gyproc Screw 25 mm – 1000 Nos / Box,,SpaceBanao,Fasteners & Fixings,"25mm Screw, Ceiling Solution, Drywall Screw, Gyproc Screws, Gypsum Board Fixing, Metal Framing",DRAFT,,,,2026-03-09T06:21:39Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,504.90,504.90,,,DENY,gid://shopify/InventoryItem/53939458867567,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/drywall-screw.jpg?v=1773037299,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388559727,gid://shopify/ProductVariant/52737005453679,gyproc-screw-35-mm-500-nos-box,Gyproc Screw 35 mm – 500 Nos / Box,,SpaceBanao,Fasteners & Fixings,"35mm Screw, Ceiling Solution, Drywall Fixing, Gyproc Screws, Gypsum Board Hardware",DRAFT,,,,2026-03-09T06:21:41Z,2026-03-27T09:33:47Z,,,Title,Default Title,,,,,,360.70,360.70,,,DENY,gid://shopify/InventoryItem/53939459162479,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/drywall-screw_b25cd21c-56a1-45ae-811c-7728276789b8.jpg?v=1773037301,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388592495,gid://shopify/ProductVariant/52737005519215,gyproc-screw-50-mm-500-nos-box,Gyproc Screw 50 mm – 500 Nos / Box,,SpaceBanao,Fasteners & Fixings,"50mm Screw, Ceiling Solution, Drywall Accessories, Gyproc Screws, Metal Framing Fixing",DRAFT,,,,2026-03-09T06:21:44Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,504.90,504.90,,,DENY,gid://shopify/InventoryItem/53939459228015,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/drywall-screw_769c7015-2156-46d0-8d51-4c6e40cf75be.jpg?v=1773037304,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388625263,gid://shopify/ProductVariant/52737005584751,gyproc-joint-paper-tape-90-m-drywall-jointing-tape,Gyproc Joint Paper Tape 90 m – Drywall Jointing Tape,,SpaceBanao,Drywall Jointing & Finishing,"Ceiling Solution, Drywall Finishing, Gyproc Joint Tape, Gypsum Board Joints, Paper Joint Tape",DRAFT,,,,2026-03-09T06:21:46Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,208.00,208.00,,,DENY,gid://shopify/InventoryItem/53939459293551,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-joint-paper-tape.png?v=1773037306,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388690799,gid://shopify/ProductVariant/52737005879663,gyproc-fiberglass-joint-tape-90-m-self-adhesive,Gyproc Fiberglass Joint Tape 90 m – Self Adhesive,,SpaceBanao,Drywall Jointing & Finishing,"Ceiling Solution, Drywall Finishing, fiberglass tape, Gyproc Fiberglass Tape, Joint Tape, Self Adhesive Tape",DRAFT,,,,2026-03-09T06:21:49Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,208.00,208.00,,,DENY,gid://shopify/InventoryItem/53939459588463,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/venu621912_gypr621912_5ad84200b8a91.jpg?v=1773037309,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388723567,gid://shopify/ProductVariant/52737005945199,gyproc-metal-to-metal-screw-4-2-13-mm-500-nos-box,Gyproc Metal‑to‑Metal Screw 4.2×13 mm – 500 Nos / Box,,SpaceBanao,Fasteners & Fixings,"Ceiling Solution, Drywall Hardware, Framing Fixing, Gyproc Screws, Metal to Metal Screw",DRAFT,,,,2026-03-09T06:21:52Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,541.80,541.80,,,DENY,gid://shopify/InventoryItem/53939459653999,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-metal-to-metal-screws-1000x1000.jpg?v=1773037312,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388756335,gid://shopify/ProductVariant/52737006010735,gyproc-pro-fill-jointing-compound-25-kg-drywall-finishing-compound,Gyproc Pro‑Fill Jointing Compound 25 kg – Drywall Finishing Compound,,SpaceBanao,Drywall Jointing & Finishing,"Ceiling Solution, Drywall Finish, Drywall Finishing, Easi-Fill 90, Gyproc, Gyproc Pro Fill, Gyproc Products, Gypsum Board Joints, Interior Finishing, Jointing Compound, Pro-Fill",DRAFT,,,,2026-03-09T06:21:54Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,33.50,33.50,,,DENY,gid://shopify/InventoryItem/53939459719535,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-easi-fill-90.png?v=1773037314,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388821871,gid://shopify/ProductVariant/52737006305647,gyproc-easi-fill-90-jointing-compound-20-kg-fast-setting,Gyproc Easi‑Fill 90 Jointing Compound 20 kg – Fast Setting,,SpaceBanao,Drywall Jointing & Finishing,"Ceiling Solution, Drywall Finish, Drywall Finishing, Easi Fill 90, Gyproc, Gyproc Easi Fill, Gyproc Finishing, Interior Finishing, Jointing Compound, Pro-Fill, Quick Setting Compound",DRAFT,,,,2026-03-09T06:21:58Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,26.00,26.00,,,DENY,gid://shopify/InventoryItem/53939460014447,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/gyproc-easi-fill-90_9c0a4f0f-1709-4e26-b934-f978d3fbba3a.png?v=1773037318,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388887407,gid://shopify/ProductVariant/52737006403951,gyproc-xpert-gypsum-plaster-25-kg-premium-interior-plaster,Gyproc Xpert Gypsum Plaster 25 kg – Premium Interior Plaster,,SpaceBanao,Drywall Jointing & Finishing,"25kg Bag, Ceiling Plaster, Ceiling Solution, Gyproc, Gyproc Plasters, Gyproc Xpert, Gypsum Plaster, Interior Plaster, Wall Plaster, Xpert Plaster",DRAFT,,,,2026-03-09T06:22:01Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,777.00,,,,DENY,gid://shopify/InventoryItem/53939460112751,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/e-1000x1000.webp?v=1773037321,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,"Automated Collection, spaceBanao","automated-collection, spacebanao",,,
gid://shopify/Product/14907388952943,gid://shopify/ProductVariant/52737006698863,professional-project-series-phillips-pan-head-screw-m6-12-with-m6-hex-nut-250-nos-box,professional project series Phillips Pan Head Screw M6×12 with M6 Hex Nut – 250 Nos / Box,,SpaceBanao,Fasteners & Fixings,"250 Box, Ceiling Fastening, Ceiling Hardware, Ceiling Solution, ceilings, Drywall Fixings, Drywall Hardware, Hex Nut, M6 Screw, Metal Fastener, Metal Fixing, Pan Head Screw",DRAFT,,,,2026-03-09T06:22:03Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,1325.50,1325.50,,,DENY,gid://shopify/InventoryItem/53939460407663,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/pan-head-phillips-screw_57e8397d-eb90-41e1-8a41-fb32306d8930.webp?v=1773037323,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
gid://shopify/Product/14907388985711,gid://shopify/ProductVariant/52737006764399,level-clip-butterfly-clip-without-rod-gyproc-ceiling-accessory,Level Clip (Butterfly Clip) Without Rod – Gyproc Ceiling Accessory,,SpaceBanao,Ceiling Suspension & Accessories,"Butterfly Clip, Ceiling Accessories, Ceiling Solution, Ceiling Suspension, False Ceiling Accessory, Gyproc, Gyproc Ceiling System, Level Clip, Metal Framing Accessories, Suspended Ceiling",DRAFT,,,,2026-03-09T06:22:06Z,2026-03-27T09:33:46Z,,,Title,Default Title,,,,,,49.40,49.40,,,DENY,gid://shopify/InventoryItem/53939460473199,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0961/2682/8911/files/level-clip-for-ceiling.jpg?v=1773037326,,2026-03-27T09:38:16.406032+00:00,,,,,,,,,0,100,spaceBanao,spacebanao,,,
